seed,task,sample_id,round_id,final_correct,dus,answer_entropy,confidence_variance,disagreement_persistence,answer_flip_rate,consensus
1,gsm8k,44,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
1,gsm8k,961,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
3,gsm8k,58,5,True,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
3,gsm8k,1030,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
4,gsm8k,510,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
5,gsm8k,692,5,False,1.9624686243248326,1.584962500721156,0.015000000000000005,6,0.6666666666666666,False
2,gsm8k,996,5,False,1.9624686243248326,1.584962500721156,0.0003555555555555562,6,0.6666666666666666,False
2,mmlu,1767,5,True,1.9624686243248326,1.584962500721156,0.004999999999999994,6,0.6666666666666666,False
2,gsm8k,1001,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
1,gsm8k,1001,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
2,gsm8k,74,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
2,gsm8k,1019,5,True,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,1033,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
3,gsm8k,1075,5,False,1.9624686243248326,1.584962500721156,0.020000000000000007,6,0.6666666666666666,False
2,gsm8k,100,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,1040,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
1,gsm8k,1042,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
2,gsm8k,1042,5,False,1.9624686243248326,1.584962500721156,0.004999999999999994,6,0.6666666666666666,False
3,gsm8k,601,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,1048,5,False,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
1,gsm8k,808,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,122,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,gsm8k,785,5,True,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,1062,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
2,gsm8k,164,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
2,mmlu,789,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
4,gsm8k,1166,5,False,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
5,gsm8k,37,5,False,1.9624686243248326,1.584962500721156,0.020000000000000007,6,0.6666666666666666,False
3,gsm8k,163,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,mmlu,1456,5,False,1.9624686243248326,1.584962500721156,0.04819999999999999,6,0.6666666666666666,False
4,mmlu,747,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
2,mmlu,805,5,False,1.9624686243248326,1.584962500721156,0.04819999999999999,6,0.6666666666666666,False
4,gsm8k,1062,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
4,mmlu,1469,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
3,gsm8k,1181,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
3,gsm8k,1187,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
5,gsm8k,70,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
3,gsm8k,214,5,False,1.9624686243248326,1.584962500721156,0.020000000000000007,6,0.6666666666666666,False
1,gsm8k,1132,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
1,gsm8k,1122,5,False,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
2,gsm8k,172,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
4,gsm8k,1012,5,False,1.9624686243248326,1.584962500721156,0.044999999999999984,6,0.6666666666666666,False
4,gsm8k,996,5,False,1.9624686243248326,1.584962500721156,0.0003555555555555562,6,0.6666666666666666,False
3,gsm8k,1198,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,gsm8k,694,5,True,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,635,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
3,mmlu,1331,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,882,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
2,gsm8k,1096,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
4,gsm8k,969,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,62,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,mmlu,607,5,False,1.9624686243248326,1.584962500721156,1.232595164407831e-32,6,0.6666666666666666,False
5,gsm8k,182,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
5,gsm8k,147,5,True,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
1,gsm8k,606,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
4,gsm8k,931,5,False,1.9624686243248326,1.584962500721156,0.04246666666666667,6,0.6666666666666666,False
4,gsm8k,882,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
2,gsm8k,1190,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
1,gsm8k,567,5,True,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,249,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
3,gsm8k,1231,5,True,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
3,gsm8k,1239,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
5,gsm8k,304,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,gsm8k,529,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
2,mmlu,910,5,False,1.9624686243248326,1.584962500721156,0.027222222222222217,6,0.6666666666666666,False
3,gsm8k,308,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,587,5,True,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
2,gsm8k,606,5,False,1.9624686243248326,1.584962500721156,0.044999999999999984,6,0.6666666666666666,False
2,gsm8k,310,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,gsm8k,475,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
5,gsm8k,1265,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
5,gsm8k,1263,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
1,gsm8k,468,5,True,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
5,gsm8k,330,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,1301,5,True,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
1,gsm8k,1288,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
1,mmlu,11,5,False,1.9624686243248326,1.584962500721156,0.004999999999999994,6,0.6666666666666666,False
2,gsm8k,340,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
5,gsm8k,1158,5,False,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
5,gsm8k,1175,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
5,gsm8k,369,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
1,gsm8k,410,5,True,1.9624686243248326,1.584962500721156,0.04935555555555555,6,0.6666666666666666,False
2,mmlu,510,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
2,gsm8k,530,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
3,mmlu,1713,5,False,1.9624686243248326,1.584962500721156,0.006688888888888884,6,0.6666666666666666,False
5,gsm8k,1145,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
2,gsm8k,361,5,False,1.9624686243248326,1.584962500721156,0.00035555555555555617,6,0.6666666666666666,False
4,gsm8k,153,5,False,1.9624686243248326,1.584962500721156,0.0,6,0.6666666666666666,False
4,mmlu,1205,5,False,1.9624686243248326,1.584962500721156,0.004999999999999994,6,0.6666666666666666,False
1,gsm8k,409,5,False,1.9624686243248326,1.584962500721156,0.05335555555555555,6,0.6666666666666666,False
3,mmlu,26,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
5,gsm8k,1122,5,False,1.9624686243248326,1.584962500721156,0.04068888888888889,6,0.6666666666666666,False
1,gsm8k,380,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
2,gsm8k,749,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
4,gsm8k,691,5,False,1.9624686243248326,1.584962500721156,0.008022222222222217,6,0.6666666666666666,False
